price,Area,bathroom,bedroom,location
PKR6.4 Crore,14.2 Marla,6,6,"B-17, Islamabad, Islamabad Capital"
PKR4.8 Crore,8 Marla,6,7,"Lehtrar Road, Islamabad, Islamabad Capital"
PKR16.5 Crore,1.2 Kanal,7,8,"DHA Defence, Islamabad, Islamabad Capital"
PKR26 Crore,2 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR16.9 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR2.8 Crore,5 Marla,5,4,"B-17, Islamabad, Islamabad Capital"
PKR2.35 Crore,5 Marla,-,-,"B-17, Islamabad, Islamabad Capital"
PKR4.5 Crore,10 Marla,6,5,"Top City 1, Islamabad, Islamabad Capital"
PKR15 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR1.7 Crore,6 Marla,4,3,"Bani Gala, Islamabad, Islamabad Capital"
PKR1.7 Crore,5 Marla,6,4,"Bani Gala, Islamabad, Islamabad Capital"
PKR1.1 Crore,5 Marla,3,2,"Bani Gala, Islamabad, Islamabad Capital"
PKR11.5 Crore,14 Marla,6,6,"E-11, Islamabad, Islamabad Capital"
PKR2.4 Crore,5 Marla,3,3,"Bahria Town, Islamabad, Islamabad Capital"
PKR13 Crore,10 Marla,6,6,"D-12, Islamabad, Islamabad Capital"
PKR6.4 Crore,5 Marla,5,4,"D-12, Islamabad, Islamabad Capital"
PKR9 Crore,8 Marla,6,5,"D-12, Islamabad, Islamabad Capital"
PKR8.9 Crore,10.9 Marla,5,4,"G-10, Islamabad, Islamabad Capital"
PKR68 Crore,2 Kanal,6,6,"E-7, Islamabad, Islamabad Capital"
PKR3.2 Crore,8 Marla,5,4,"B-17, Islamabad, Islamabad Capital"
PKR6.9 Crore,10 Marla,6,5,"Bahria Town, Islamabad, Islamabad Capital"
PKR6.25 Crore,6.7 Marla,4,4,"G-10, Islamabad, Islamabad Capital"
PKR19.5 Crore,14.2 Marla,7,11,"G-9, Islamabad, Islamabad Capital"
PKR5.75 Crore,10 Marla,6,5,"Bahria Town, Islamabad, Islamabad Capital"
PKR7.5 Crore,10 Marla,7,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR14.75 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR16.9 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR3.5 Crore,5.8 Marla,3,3,"Park View City, Islamabad, Islamabad Capital"
PKR11.75 Crore,1 Kanal,7,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR5 Crore,10 Marla,-,4,"Zaraj Housing Scheme, Islamabad, Islamabad Capital"
PKR8 Crore,12 Marla,6,6,"E-11, Islamabad, Islamabad Capital"
PKR37 Crore,1 Kanal,6,7,"F-8, Islamabad, Islamabad Capital"
PKR28.75 Crore,1 Kanal,6,5,"F-8, Islamabad, Islamabad Capital"
PKR1.89 Arab,3.7 Kanal,6,8,"F-6, Islamabad, Islamabad Capital"
PKR50 Crore,1.3 Kanal,6,7,"F-7, Islamabad, Islamabad Capital"
PKR40 Crore,17.8 Marla,6,7,"F-6, Islamabad, Islamabad Capital"
PKR10 Crore,10 Marla,6,7,"G-14, Islamabad, Islamabad Capital"
PKR3.9 Crore,5 Marla,4,3,"DHA Defence, Islamabad, Islamabad Capital"
PKR12 Crore,10 Marla,5,5,"D-12, Islamabad, Islamabad Capital"
PKR6.5 Crore,10 Marla,5,5,"Bahria Town, Islamabad, Islamabad Capital"
PKR5.8 Crore,10 Marla,7,5,"Bahria Town, Islamabad, Islamabad Capital"
PKR5.85 Crore,4.4 Marla,5,3,"D-12, Islamabad, Islamabad Capital"
PKR13.9 Crore,10 Marla,6,7,"D-12, Islamabad, Islamabad Capital"
PKR12.75 Crore,12.4 Marla,6,5,"I-8, Islamabad, Islamabad Capital"
PKR7.5 Crore,10 Marla,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR18.25 Crore,1 Kanal,6,9,"F-11, Islamabad, Islamabad Capital"
PKR24 Crore,1.6 Kanal,5,4,"F-11, Islamabad, Islamabad Capital"
PKR17.5 Crore,1 Kanal,6,5,"F-10, Islamabad, Islamabad Capital"
PKR7.5 Crore,10 Marla,7,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR4.7 Crore,4 Marla,4,3,"D-12, Islamabad, Islamabad Capital"
PKR8.7 Crore,8 Marla,6,6,"G-10, Islamabad, Islamabad Capital"
PKR18 Crore,14.2 Marla,7,7,"G-9, Islamabad, Islamabad Capital"
PKR3.55 Crore,7 Marla,5,4,"FECHS, Islamabad, Islamabad Capital"
PKR4 Crore,7 Marla,6,5,"FECHS, Islamabad, Islamabad Capital"
PKR4.1 Crore,7 Marla,6,5,"FECHS, Islamabad, Islamabad Capital"
PKR4.1 Crore,5 Marla,4,3,"DHA Defence, Islamabad, Islamabad Capital"
PKR7 Crore,10 Marla,6,5,"B-17, Islamabad, Islamabad Capital"
PKR2.7 Crore,5 Marla,5,4,"B-17, Islamabad, Islamabad Capital"
PKR6.2 Crore,10 Marla,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR2.85 Crore,8 Marla,5,5,"PECHS, Islamabad, Islamabad Capital"
PKR1.99 Crore,6 Marla,6,5,"Ghauri Town, Islamabad, Islamabad Capital"
PKR45 Crore,2 Kanal,6,6,"F-6, Islamabad, Islamabad Capital"
PKR70 Crore,3.4 Kanal,6,7,"F-6, Islamabad, Islamabad Capital"
PKR70 Crore,2 Kanal,6,7,"E-7, Islamabad, Islamabad Capital"
PKR11.5 Crore,1 Kanal,6,6,"Gulberg, Islamabad, Islamabad Capital"
PKR13.85 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR55 Crore,2 Kanal,6,6,"F-6, Islamabad, Islamabad Capital"
PKR80 Crore,2 Kanal,-,9,"F-6, Islamabad, Islamabad Capital"
PKR4.5 Crore,10 Marla,6,6,"Faisal Hills, Islamabad, Islamabad Capital"
PKR15 Crore,10 Marla,6,7,"D-12, Islamabad, Islamabad Capital"
PKR2.7 Crore,8 Marla,6,6,"Bani Gala, Islamabad, Islamabad Capital"
PKR7 Crore,1 Kanal,7,7,"Naval Anchorage, Islamabad, Islamabad Capital"
PKR8.1 Crore,10 Marla,6,4,"DHA Defence, Islamabad, Islamabad Capital"
PKR15 Crore,10 Marla,6,5,"D-12, Islamabad, Islamabad Capital"
PKR16 Crore,14 Marla,6,6,"D-12, Islamabad, Islamabad Capital"
PKR2.8 Crore,7 Marla,4,3,"FECHS, Islamabad, Islamabad Capital"
PKR12.9 Crore,1 Kanal,6,6,"DHA Defence, Islamabad, Islamabad Capital"
PKR2.6 Crore,5 Marla,6,5,"FECHS, Islamabad, Islamabad Capital"
PKR10.9 Crore,1 Kanal,5,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR5 Crore,11 Marla,7,5,"Gulberg, Islamabad, Islamabad Capital"
PKR40 Crore,2 Kanal,6,6,"F-7, Islamabad, Islamabad Capital"
PKR65 Crore,3.6 Kanal,6,6,"F-7, Islamabad, Islamabad Capital"
PKR12.5 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR12.5 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR11.22 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR28 Crore,1 Kanal,6,6,"F-8, Islamabad, Islamabad Capital"
PKR10.5 Crore,1 Kanal,6,5,"DHA Defence, Islamabad, Islamabad Capital"
PKR35 Crore,2 Kanal,6,6,"F-8, Islamabad, Islamabad Capital"
